sms_text,category,true_merchant,true_amount
"Dear User, INR 3088 spent on Decathlon at 27-01-2026. Ref: 8932742.",Shopping,Decathlon,3088
Txn of INR 677 done at Shell Petrol on 13-01-2026 using UPI.,Travel,Shell Petrol,677
Paid Rs 4114 to Croma via UPI on 09-02-2026. Txn ID: 998877.,Shopping,Croma,4114
You paid Rs 764 at Flipkart via POS on 15-01-2026.,Shopping,Flipkart,764
Paid Rs 1208 to Dmart via UPI on 03-02-2026. Txn ID: 998877.,Groceries,Dmart,1208
Alert: You have spent Rs 695 at Cafe Coffee Day on 15-01-2026. Clear bal: Rs. 1200.00,Food,Cafe Coffee Day,695
Alert: You have spent Rs 1587 at SpiceJet on 29-01-2026. Clear bal: Rs. 1200.00,Travel,SpiceJet,1587
Paid Rs 1549 to Gym Membership via UPI on 08-02-2026. Txn ID: 998877.,Health,Gym Membership,1549
Alert: You have spent Rs 1359 at Practo on 15-01-2026. Clear bal: Rs. 1200.00,Health,Practo,1359
Rs. 743 debited from a/c ending XX1234 on 12-01-2026 to Shell Petrol. Avl Bal: Rs 15000.,Travel,Shell Petrol,743
Txn of INR 4832 done at Decathlon on 04-02-2026 using UPI.,Shopping,Decathlon,4832
UPI txn of Rs 851 to Gym Membership on 06-02-2026 is successful.,Health,Gym Membership,851
"Dear User, INR 645 spent on BookMyShow at 20-01-2026. Ref: 8932742.",Entertainment,BookMyShow,645
Acct XX999 debited by Rs 247 for Dr Lal Pathlabs on 19-01-2026.,Health,Dr Lal Pathlabs,247
Rs. 972 debited from a/c ending XX1234 on 10-01-2026 to Netmeds. Avl Bal: Rs 15000.,Health,Netmeds,972
Acct XX999 debited by Rs 480 for Indian Oil on 15-01-2026.,Travel,Indian Oil,480
"Dear User, INR 4392 spent on Reliance Trends at 23-01-2026. Ref: 8932742.",Shopping,Reliance Trends,4392
"Dear User, INR 3511 spent on Myntra at 05-02-2026. Ref: 8932742.",Shopping,Myntra,3511
"Dear User, INR 1127 spent on IRCTC at 28-01-2026. Ref: 8932742.",Travel,IRCTC,1127
Paid Rs 677 to Indian Oil via UPI on 01-02-2026. Txn ID: 998877.,Travel,Indian Oil,677
"Dear User, INR 2980 spent on Ajio at 02-02-2026. Ref: 8932742.",Shopping,Ajio,2980
INR 3619 charged on card ending 4455 at Nike on 14-01-2026.,Shopping,Nike,3619
Acct XX999 debited by Rs 793 for Zomato on 28-01-2026.,Food,Zomato,793
You paid Rs 1157 at Netmeds via POS on 06-02-2026.,Health,Netmeds,1157
Alert: You have spent Rs 1861 at Prime Video on 24-01-2026. Clear bal: Rs. 1200.00,Entertainment,Prime Video,1861
UPI txn of Rs 1702 to SonyLIV on 25-01-2026 is successful.,Entertainment,SonyLIV,1702
Paid Rs 1715 to RedBus via UPI on 19-01-2026. Txn ID: 998877.,Travel,RedBus,1715
Acct XX999 debited by Rs 1490 for McDonalds on 27-01-2026.,Food,McDonalds,1490
Acct XX999 debited by Rs 4171 for Ajio on 16-01-2026.,Shopping,Ajio,4171
Paid Rs 1554 to Reliance Trends via UPI on 18-01-2026. Txn ID: 998877.,Shopping,Reliance Trends,1554
Paid Rs 1599 to Dmart via UPI on 10-01-2026. Txn ID: 998877.,Groceries,Dmart,1599
You paid Rs 2650 at Decathlon via POS on 06-02-2026.,Shopping,Decathlon,2650
You paid Rs 1384 at IndiGo via POS on 01-02-2026.,Travel,IndiGo,1384
Rs. 502 debited from a/c ending XX1234 on 12-01-2026 to BigBasket. Avl Bal: Rs 15000.,Groceries,BigBasket,502
You paid Rs 933 at Dr Lal Pathlabs via POS on 18-01-2026.,Health,Dr Lal Pathlabs,933
Acct XX999 debited by Rs 288 for Netmeds on 29-01-2026.,Health,Netmeds,288
Txn of INR 1149 done at Shell Petrol on 30-01-2026 using UPI.,Travel,Shell Petrol,1149
Txn of INR 217 done at Dr Lal Pathlabs on 07-02-2026 using UPI.,Health,Dr Lal Pathlabs,217
Paid Rs 1289 to Pizza Hut via UPI on 31-01-2026. Txn ID: 998877.,Food,Pizza Hut,1289
You paid Rs 1000 at Burger King via POS on 06-02-2026.,Food,Burger King,1000
Acct XX999 debited by Rs 1322 for 1mg on 08-02-2026.,Health,1mg,1322
"Dear User, INR 854 spent on Zara at 28-01-2026. Ref: 8932742.",Shopping,Zara,854
UPI txn of Rs 723 to SonyLIV on 07-02-2026 is successful.,Entertainment,SonyLIV,723
Txn of INR 1312 done at BookMyShow on 08-02-2026 using UPI.,Entertainment,BookMyShow,1312
Alert: You have spent Rs 603 at BigBasket on 02-02-2026. Clear bal: Rs. 1200.00,Groceries,BigBasket,603
Txn of INR 1293 done at Gym Membership on 14-01-2026 using UPI.,Health,Gym Membership,1293
UPI txn of Rs 741 to KFC on 27-01-2026 is successful.,Food,KFC,741
UPI txn of Rs 731 to IRCTC on 05-02-2026 is successful.,Travel,IRCTC,731
Acct XX999 debited by Rs 1022 for Netmeds on 10-01-2026.,Health,Netmeds,1022
Paid Rs 1296 to Gym Membership via UPI on 30-01-2026. Txn ID: 998877.,Health,Gym Membership,1296
Paid Rs 1807 to Indian Oil via UPI on 10-01-2026. Txn ID: 998877.,Travel,Indian Oil,1807
Alert: You have spent Rs 1307 at Practo on 25-01-2026. Clear bal: Rs. 1200.00,Health,Practo,1307
UPI txn of Rs 823 to Reliance Fresh on 16-01-2026 is successful.,Groceries,Reliance Fresh,823
Alert: You have spent Rs 478 at McDonalds on 26-01-2026. Clear bal: Rs. 1200.00,Food,McDonalds,478
INR 559 charged on card ending 4455 at Rapido on 20-01-2026.,Travel,Rapido,559
Txn of INR 1764 done at Gaana on 27-01-2026 using UPI.,Entertainment,Gaana,1764
Paid Rs 557 to Uber via UPI on 31-01-2026. Txn ID: 998877.,Travel,Uber,557
Txn of INR 1381 done at SonyLIV on 14-01-2026 using UPI.,Entertainment,SonyLIV,1381
Alert: You have spent Rs 538 at Dominos on 28-01-2026. Clear bal: Rs. 1200.00,Food,Dominos,538
Acct XX999 debited by Rs 812 for Zara on 05-02-2026.,Shopping,Zara,812
Txn of INR 1865 done at Uber on 24-01-2026 using UPI.,Travel,Uber,1865
Alert: You have spent Rs 1761 at BigBasket on 05-02-2026. Clear bal: Rs. 1200.00,Groceries,BigBasket,1761
UPI txn of Rs 1966 to BookMyShow on 28-01-2026 is successful.,Entertainment,BookMyShow,1966
"Dear User, INR 1274 spent on Blinkit at 21-01-2026. Ref: 8932742.",Groceries,Blinkit,1274
Txn of INR 1322 done at SpiceJet on 25-01-2026 using UPI.,Travel,SpiceJet,1322
Alert: You have spent Rs 1540 at Spotify on 03-02-2026. Clear bal: Rs. 1200.00,Entertainment,Spotify,1540
UPI txn of Rs 879 to Dr Lal Pathlabs on 24-01-2026 is successful.,Health,Dr Lal Pathlabs,879
You paid Rs 1994 at Netflix via POS on 31-01-2026.,Entertainment,Netflix,1994
"Dear User, INR 375 spent on 1mg at 23-01-2026. Ref: 8932742.",Health,1mg,375
Alert: You have spent Rs 2944 at H&M on 23-01-2026. Clear bal: Rs. 1200.00,Shopping,H&M,2944
Txn of INR 3581 done at Flipkart on 08-02-2026 using UPI.,Shopping,Flipkart,3581
Paid Rs 123 to IRCTC via UPI on 17-01-2026. Txn ID: 998877.,Travel,IRCTC,123
Paid Rs 951 to Zara via UPI on 29-01-2026. Txn ID: 998877.,Shopping,Zara,951
INR 1657 charged on card ending 4455 at Gym Membership on 02-02-2026.,Health,Gym Membership,1657
Alert: You have spent Rs 591 at Indian Oil on 19-01-2026. Clear bal: Rs. 1200.00,Travel,Indian Oil,591
UPI txn of Rs 356 to Starbucks on 27-01-2026 is successful.,Food,Starbucks,356
Acct XX999 debited by Rs 3476 for Nike on 10-01-2026.,Shopping,Nike,3476
"Dear User, INR 1954 spent on Blinkit at 05-02-2026. Ref: 8932742.",Groceries,Blinkit,1954
Acct XX999 debited by Rs 1366 for Netflix on 27-01-2026.,Entertainment,Netflix,1366
"Dear User, INR 1500 spent on Netmeds at 27-01-2026. Ref: 8932742.",Health,Netmeds,1500
"Dear User, INR 1648 spent on Shell Petrol at 21-01-2026. Ref: 8932742.",Travel,Shell Petrol,1648
Alert: You have spent Rs 3604 at Nike on 20-01-2026. Clear bal: Rs. 1200.00,Shopping,Nike,3604
INR 958 charged on card ending 4455 at Netflix on 21-01-2026.,Entertainment,Netflix,958
Txn of INR 1686 done at Rapido on 11-01-2026 using UPI.,Travel,Rapido,1686
Alert: You have spent Rs 835 at Burger King on 31-01-2026. Clear bal: Rs. 1200.00,Food,Burger King,835
Paid Rs 2755 to Myntra via UPI on 16-01-2026. Txn ID: 998877.,Shopping,Myntra,2755
Rs. 1290 debited from a/c ending XX1234 on 19-01-2026 to IRCTC. Avl Bal: Rs 15000.,Travel,IRCTC,1290
Acct XX999 debited by Rs 726 for Reliance Fresh on 04-02-2026.,Groceries,Reliance Fresh,726
Paid Rs 1121 to BookMyShow via UPI on 31-01-2026. Txn ID: 998877.,Entertainment,BookMyShow,1121
UPI txn of Rs 3908 to Zara on 31-01-2026 is successful.,Shopping,Zara,3908
Txn of INR 1337 done at Hotstar on 04-02-2026 using UPI.,Entertainment,Hotstar,1337
INR 440 charged on card ending 4455 at IndiGo on 10-01-2026.,Travel,IndiGo,440
Alert: You have spent Rs 714 at More Supermarket on 19-01-2026. Clear bal: Rs. 1200.00,Groceries,More Supermarket,714
INR 658 charged on card ending 4455 at BigBasket on 13-01-2026.,Groceries,BigBasket,658
Acct XX999 debited by Rs 1352 for KFC on 21-01-2026.,Food,KFC,1352
"Dear User, INR 323 spent on Starbucks at 05-02-2026. Ref: 8932742.",Food,Starbucks,323
Txn of INR 4703 done at Flipkart on 14-01-2026 using UPI.,Shopping,Flipkart,4703
Alert: You have spent Rs 631 at Hotstar on 12-01-2026. Clear bal: Rs. 1200.00,Entertainment,Hotstar,631
Alert: You have spent Rs 586 at Spencers on 23-01-2026. Clear bal: Rs. 1200.00,Groceries,Spencers,586
Paid Rs 1598 to Metro via UPI on 26-01-2026. Txn ID: 998877.,Travel,Metro,1598
Paid Rs 845 to BookMyShow via UPI on 24-01-2026. Txn ID: 998877.,Entertainment,BookMyShow,845
Paid Rs 854 to Gym Membership via UPI on 05-02-2026. Txn ID: 998877.,Health,Gym Membership,854
Rs. 1212 debited from a/c ending XX1234 on 10-01-2026 to Gaana. Avl Bal: Rs 15000.,Entertainment,Gaana,1212
Alert: You have spent Rs 593 at Dmart on 29-01-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,593
Acct XX999 debited by Rs 2290 for Reliance Trends on 11-01-2026.,Shopping,Reliance Trends,2290
Txn of INR 562 done at Zomato on 23-01-2026 using UPI.,Food,Zomato,562
Paid Rs 3877 to Ajio via UPI on 16-01-2026. Txn ID: 998877.,Shopping,Ajio,3877
UPI txn of Rs 505 to KFC on 18-01-2026 is successful.,Food,KFC,505
UPI txn of Rs 924 to Indian Oil on 22-01-2026 is successful.,Travel,Indian Oil,924
You paid Rs 1936 at Indian Oil via POS on 21-01-2026.,Travel,Indian Oil,1936
Paid Rs 2787 to Croma via UPI on 28-01-2026. Txn ID: 998877.,Shopping,Croma,2787
You paid Rs 1986 at Uber via POS on 14-01-2026.,Travel,Uber,1986
You paid Rs 575 at Gaana via POS on 15-01-2026.,Entertainment,Gaana,575
Acct XX999 debited by Rs 1142 for IRCTC on 21-01-2026.,Travel,IRCTC,1142
"Dear User, INR 322 spent on RedBus at 29-01-2026. Ref: 8932742.",Travel,RedBus,322
Alert: You have spent Rs 1521 at Croma on 20-01-2026. Clear bal: Rs. 1200.00,Shopping,Croma,1521
INR 61 charged on card ending 4455 at PVR on 27-01-2026.,Entertainment,PVR,61
"Dear User, INR 209 spent on Burger King at 15-01-2026. Ref: 8932742.",Food,Burger King,209
UPI txn of Rs 1955 to Gym Membership on 11-01-2026 is successful.,Health,Gym Membership,1955
You paid Rs 796 at BookMyShow via POS on 14-01-2026.,Entertainment,BookMyShow,796
UPI txn of Rs 1159 to Gaana on 14-01-2026 is successful.,Entertainment,Gaana,1159
INR 1125 charged on card ending 4455 at 1mg on 21-01-2026.,Health,1mg,1125
Paid Rs 1996 to Dmart via UPI on 24-01-2026. Txn ID: 998877.,Groceries,Dmart,1996
"Dear User, INR 1955 spent on Blinkit at 20-01-2026. Ref: 8932742.",Groceries,Blinkit,1955
Paid Rs 1902 to Netmeds via UPI on 30-01-2026. Txn ID: 998877.,Health,Netmeds,1902
Alert: You have spent Rs 1387 at More Supermarket on 27-01-2026. Clear bal: Rs. 1200.00,Groceries,More Supermarket,1387
Acct XX999 debited by Rs 886 for Pizza Hut on 07-02-2026.,Food,Pizza Hut,886
Alert: You have spent Rs 685 at Gym Membership on 25-01-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,685
Paid Rs 1247 to Hotstar via UPI on 29-01-2026. Txn ID: 998877.,Entertainment,Hotstar,1247
You paid Rs 1382 at Gaana via POS on 07-02-2026.,Entertainment,Gaana,1382
You paid Rs 441 at Pizza Hut via POS on 14-01-2026.,Food,Pizza Hut,441
UPI txn of Rs 1659 to IRCTC on 14-01-2026 is successful.,Travel,IRCTC,1659
Paid Rs 1821 to Gym Membership via UPI on 12-01-2026. Txn ID: 998877.,Health,Gym Membership,1821
"Dear User, INR 336 spent on More Supermarket at 14-01-2026. Ref: 8932742.",Groceries,More Supermarket,336
Alert: You have spent Rs 852 at Gym Membership on 29-01-2026. Clear bal: Rs. 1200.00,Health,Gym Membership,852
Rs. 1302 debited from a/c ending XX1234 on 01-02-2026 to Haldirams. Avl Bal: Rs 15000.,Food,Haldirams,1302
Alert: You have spent Rs 473 at Dmart on 09-02-2026. Clear bal: Rs. 1200.00,Groceries,Dmart,473
You paid Rs 1693 at IndiGo via POS on 22-01-2026.,Travel,IndiGo,1693
INR 3047 charged on card ending 4455 at Amazon on 27-01-2026.,Shopping,Amazon,3047
Rs. 415 debited from a/c ending XX1234 on 14-01-2026 to Cafe Coffee Day. Avl Bal: Rs 15000.,Food,Cafe Coffee Day,415
Paid Rs 223 to McDonalds via UPI on 06-02-2026. Txn ID: 998877.,Food,McDonalds,223
You paid Rs 467 at BigBasket via POS on 10-01-2026.,Groceries,BigBasket,467
INR 1713 charged on card ending 4455 at Indian Oil on 28-01-2026.,Travel,Indian Oil,1713
Paid Rs 2875 to Croma via UPI on 20-01-2026. Txn ID: 998877.,Shopping,Croma,2875
You paid Rs 2540 at Croma via POS on 27-01-2026.,Shopping,Croma,2540
Alert: You have spent Rs 368 at Subway on 27-01-2026. Clear bal: Rs. 1200.00,Food,Subway,368
INR 438 charged on card ending 4455 at Practo on 24-01-2026.,Health,Practo,438
Paid Rs 1480 to Spotify via UPI on 28-01-2026. Txn ID: 998877.,Entertainment,Spotify,1480
UPI txn of Rs 1718 to Practo on 12-01-2026 is successful.,Health,Practo,1718
Rs. 1366 debited from a/c ending XX1234 on 04-02-2026 to Gaana. Avl Bal: Rs 15000.,Entertainment,Gaana,1366
"Dear User, INR 1285 spent on RedBus at 06-02-2026. Ref: 8932742.",Travel,RedBus,1285
You paid Rs 1327 at Pizza Hut via POS on 10-01-2026.,Food,Pizza Hut,1327
Alert: You have spent Rs 455 at Dr Lal Pathlabs on 14-01-2026. Clear bal: Rs. 1200.00,Health,Dr Lal Pathlabs,455
"Dear User, INR 1162 spent on McDonalds at 27-01-2026. Ref: 8932742.",Food,McDonalds,1162
UPI txn of Rs 713 to Indian Oil on 03-02-2026 is successful.,Travel,Indian Oil,713
INR 4407 charged on card ending 4455 at Zara on 13-01-2026.,Shopping,Zara,4407
Paid Rs 139 to Apollo Pharmacy via UPI on 04-02-2026. Txn ID: 998877.,Health,Apollo Pharmacy,139
INR 1926 charged on card ending 4455 at H&M on 22-01-2026.,Shopping,H&M,1926
Txn of INR 1281 done at Reliance Fresh on 05-02-2026 using UPI.,Groceries,Reliance Fresh,1281
INR 711 charged on card ending 4455 at BigBasket on 28-01-2026.,Groceries,BigBasket,711
"Dear User, INR 894 spent on 1mg at 24-01-2026. Ref: 8932742.",Health,1mg,894
Acct XX999 debited by Rs 670 for Netflix on 21-01-2026.,Entertainment,Netflix,670
Txn of INR 1222 done at BookMyShow on 21-01-2026 using UPI.,Entertainment,BookMyShow,1222
Alert: You have spent Rs 624 at Shell Petrol on 22-01-2026. Clear bal: Rs. 1200.00,Travel,Shell Petrol,624
"Dear User, INR 1384 spent on McDonalds at 26-01-2026. Ref: 8932742.",Food,McDonalds,1384
UPI txn of Rs 370 to Blinkit on 02-02-2026 is successful.,Groceries,Blinkit,370
Txn of INR 1891 done at Blinkit on 13-01-2026 using UPI.,Groceries,Blinkit,1891
INR 3436 charged on card ending 4455 at Flipkart on 12-01-2026.,Shopping,Flipkart,3436
"Dear User, INR 1969 spent on Gym Membership at 10-01-2026. Ref: 8932742.",Health,Gym Membership,1969
You paid Rs 1036 at Indian Oil via POS on 28-01-2026.,Travel,Indian Oil,1036
Acct XX999 debited by Rs 731 for Uber on 10-01-2026.,Travel,Uber,731
Txn of INR 1084 done at Blinkit on 17-01-2026 using UPI.,Groceries,Blinkit,1084
INR 1666 charged on card ending 4455 at IndiGo on 15-01-2026.,Travel,IndiGo,1666
Txn of INR 1764 done at Practo on 01-02-2026 using UPI.,Health,Practo,1764
UPI txn of Rs 1466 to Subway on 28-01-2026 is successful.,Food,Subway,1466
Rs. 884 debited from a/c ending XX1234 on 28-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment,Prime Video,884
You paid Rs 479 at Uber via POS on 26-01-2026.,Travel,Uber,479
INR 310 charged on card ending 4455 at Blinkit on 07-02-2026.,Groceries,Blinkit,310
Txn of INR 2864 done at Ajio on 30-01-2026 using UPI.,Shopping,Ajio,2864
"Dear User, INR 87 spent on BigBasket at 01-02-2026. Ref: 8932742.",Groceries,BigBasket,87
You paid Rs 2731 at Myntra via POS on 16-01-2026.,Shopping,Myntra,2731
Txn of INR 347 done at SonyLIV on 30-01-2026 using UPI.,Entertainment,SonyLIV,347
Txn of INR 1207 done at Blinkit on 20-01-2026 using UPI.,Groceries,Blinkit,1207
"Dear User, INR 4079 spent on Myntra at 04-02-2026. Ref: 8932742.",Shopping,Myntra,4079
Paid Rs 3906 to Amazon via UPI on 27-01-2026. Txn ID: 998877.,Shopping,Amazon,3906
You paid Rs 177 at Gaana via POS on 31-01-2026.,Entertainment,Gaana,177
UPI txn of Rs 1499 to McDonalds on 20-01-2026 is successful.,Food,McDonalds,1499
"Dear User, INR 970 spent on Apollo Pharmacy at 19-01-2026. Ref: 8932742.",Health,Apollo Pharmacy,970
INR 1622 charged on card ending 4455 at Indian Oil on 13-01-2026.,Travel,Indian Oil,1622
Alert: You have spent Rs 2951 at Myntra on 05-02-2026. Clear bal: Rs. 1200.00,Shopping,Myntra,2951
Rs. 376 debited from a/c ending XX1234 on 07-02-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food,Pizza Hut,376
UPI txn of Rs 753 to 1mg on 11-01-2026 is successful.,Health,1mg,753
UPI txn of Rs 1904 to IRCTC on 27-01-2026 is successful.,Travel,IRCTC,1904
Acct XX999 debited by Rs 1475 for Burger King on 06-02-2026.,Food,Burger King,1475
Alert: You have spent Rs 431 at Swiggy on 09-02-2026. Clear bal: Rs. 1200.00,Food,Swiggy,431
Txn of INR 4025 done at Reliance Trends on 28-01-2026 using UPI.,Shopping,Reliance Trends,4025
"Dear User, INR 232 spent on More Supermarket at 23-01-2026. Ref: 8932742.",Groceries,More Supermarket,232
Paid Rs 494 to McDonalds via UPI on 08-02-2026. Txn ID: 998877.,Food,McDonalds,494
"Dear User, INR 1313 spent on PVR at 29-01-2026. Ref: 8932742.",Entertainment,PVR,1313
Txn of INR 1349 done at Subway on 23-01-2026 using UPI.,Food,Subway,1349
You paid Rs 414 at Netflix via POS on 11-01-2026.,Entertainment,Netflix,414
Alert: You have spent Rs 1453 at SonyLIV on 28-01-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,1453
Txn of INR 369 done at Zomato on 26-01-2026 using UPI.,Food,Zomato,369
UPI txn of Rs 4019 to Zara on 17-01-2026 is successful.,Shopping,Zara,4019
Paid Rs 539 to Netflix via UPI on 17-01-2026. Txn ID: 998877.,Entertainment,Netflix,539
UPI txn of Rs 1082 to Blinkit on 04-02-2026 is successful.,Groceries,Blinkit,1082
UPI txn of Rs 1388 to More Supermarket on 29-01-2026 is successful.,Groceries,More Supermarket,1388
UPI txn of Rs 1035 to Cafe Coffee Day on 29-01-2026 is successful.,Food,Cafe Coffee Day,1035
Rs. 1081 debited from a/c ending XX1234 on 23-01-2026 to Practo. Avl Bal: Rs 15000.,Health,Practo,1081
INR 1021 charged on card ending 4455 at Pizza Hut on 27-01-2026.,Food,Pizza Hut,1021
UPI txn of Rs 229 to Reliance Fresh on 05-02-2026 is successful.,Groceries,Reliance Fresh,229
Acct XX999 debited by Rs 556 for Reliance Fresh on 14-01-2026.,Groceries,Reliance Fresh,556
Txn of INR 1321 done at KFC on 26-01-2026 using UPI.,Food,KFC,1321
Alert: You have spent Rs 404 at Haldirams on 13-01-2026. Clear bal: Rs. 1200.00,Food,Haldirams,404
You paid Rs 366 at Dmart via POS on 30-01-2026.,Groceries,Dmart,366
"Dear User, INR 1701 spent on Netflix at 15-01-2026. Ref: 8932742.",Entertainment,Netflix,1701
Rs. 961 debited from a/c ending XX1234 on 16-01-2026 to Gym Membership. Avl Bal: Rs 15000.,Health,Gym Membership,961
Paid Rs 845 to Dr Lal Pathlabs via UPI on 04-02-2026. Txn ID: 998877.,Health,Dr Lal Pathlabs,845
Acct XX999 debited by Rs 4638 for Nike on 24-01-2026.,Shopping,Nike,4638
Paid Rs 701 to Apollo Pharmacy via UPI on 21-01-2026. Txn ID: 998877.,Health,Apollo Pharmacy,701
INR 1470 charged on card ending 4455 at Apollo Pharmacy on 26-01-2026.,Health,Apollo Pharmacy,1470
Rs. 1097 debited from a/c ending XX1234 on 25-01-2026 to Dominos. Avl Bal: Rs 15000.,Food,Dominos,1097
You paid Rs 1100 at Gaana via POS on 11-01-2026.,Entertainment,Gaana,1100
INR 1804 charged on card ending 4455 at Netflix on 29-01-2026.,Entertainment,Netflix,1804
Paid Rs 860 to Prime Video via UPI on 14-01-2026. Txn ID: 998877.,Entertainment,Prime Video,860
Paid Rs 678 to BigBasket via UPI on 02-02-2026. Txn ID: 998877.,Groceries,BigBasket,678
Alert: You have spent Rs 1866 at SonyLIV on 30-01-2026. Clear bal: Rs. 1200.00,Entertainment,SonyLIV,1866
Alert: You have spent Rs 3957 at Ajio on 28-01-2026. Clear bal: Rs. 1200.00,Shopping,Ajio,3957
UPI txn of Rs 1063 to SonyLIV on 16-01-2026 is successful.,Entertainment,SonyLIV,1063
Acct XX999 debited by Rs 1445 for Subway on 01-02-2026.,Food,Subway,1445
Txn of INR 1497 done at Decathlon on 03-02-2026 using UPI.,Shopping,Decathlon,1497
INR 322 charged on card ending 4455 at BigBasket on 16-01-2026.,Groceries,BigBasket,322
"Dear User, INR 811 spent on Uber at 02-02-2026. Ref: 8932742.",Travel,Uber,811
You paid Rs 249 at Dominos via POS on 06-02-2026.,Food,Dominos,249
Rs. 1103 debited from a/c ending XX1234 on 10-01-2026 to Burger King. Avl Bal: Rs 15000.,Food,Burger King,1103
Rs. 2121 debited from a/c ending XX1234 on 24-01-2026 to Decathlon. Avl Bal: Rs 15000.,Shopping,Decathlon,2121
