amount,merchant,date,original_text,true_category
1062,Practo,25-01-2026,Alert: You have spent Rs 1062 at Practo on 25-01-2026. Clear bal: Rs. 1200.00,Health
938,13-01-2026 to KFC,13-01-2026,Rs. 938 debited from a/c ending XX1234 on 13-01-2026 to KFC. Avl Bal: Rs 15000.,Food
1979,More Supermarket,25-01-2026,UPI txn of Rs 1979 to More Supermarket on 25-01-2026 is successful.,Groceries
4960,Ajio,21-01-2026,"Dear User, INR 4960 spent on Ajio at 21-01-2026. Ref: 8932742.",Shopping
954,02-02-2026 to Ola,02-02-2026,Rs. 954 debited from a/c ending XX1234 on 02-02-2026 to Ola. Avl Bal: Rs 15000.,Travel
1197,Hotstar,30-01-2026,You paid Rs 1197 at Hotstar via POS on 30-01-2026.,Entertainment
1089,31-01-2026 to Blinkit,31-01-2026,Rs. 1089 debited from a/c ending XX1234 on 31-01-2026 to Blinkit. Avl Bal: Rs 15000.,Groceries
1677,Hotstar,09-02-2026,Acct XX999 debited by Rs 1677 for Hotstar on 09-02-2026.,Entertainment
880,Dominos,30-01-2026,Alert: You have spent Rs 880 at Dominos on 30-01-2026. Clear bal: Rs. 1200.00,Food
1207,20-01-2026 to Netflix,20-01-2026,Rs. 1207 debited from a/c ending XX1234 on 20-01-2026 to Netflix. Avl Bal: Rs 15000.,Entertainment
590,RedBus,06-02-2026,UPI txn of Rs 590 to RedBus on 06-02-2026 is successful.,Travel
227,RedBus,04-02-2026,"Dear User, INR 227 spent on RedBus at 04-02-2026. Ref: 8932742.",Travel
881,Amaz,19-01-2026,Txn of INR 881 done at Amazon on 19-01-2026 using UPI.,Shopping
1035,Blinkit,20-01-2026,"Dear User, INR 1035 spent on Blinkit at 20-01-2026. Ref: 8932742.",Groceries
569,Dr Lal P,05-02-2026,"Dear User, INR 569 spent on Dr Lal Pathlabs at 05-02-2026. Ref: 8932742.",Health
199,card ending 4455,05-02-2026,INR 199 charged on card ending 4455 at Metro on 05-02-2026.,Travel
291,Blinkit,13-01-2026,Alert: You have spent Rs 291 at Blinkit on 13-01-2026. Clear bal: Rs. 1200.00,Groceries
1839,Shell Petrol,21-01-2026,Paid Rs 1839 to Shell Petrol via UPI on 21-01-2026. Txn ID: 998877.,Travel
197,Netflix,09-02-2026,Txn of INR 197 done at Netflix on 09-02-2026 using UPI.,Entertainment
1638,Dec,08-02-2026,Alert: You have spent Rs 1638 at Decathlon on 08-02-2026. Clear bal: Rs. 1200.00,Shopping
1177,Gym Membership,12-01-2026,You paid Rs 1177 at Gym Membership via POS on 12-01-2026.,Health
740,Metro,24-01-2026,Txn of INR 740 done at Metro on 24-01-2026 using UPI.,Travel
369,Dmart,06-02-2026,Acct XX999 debited by Rs 369 for Dmart on 06-02-2026.,Groceries
1041,Hotstar,12-01-2026,Alert: You have spent Rs 1041 at Hotstar on 12-01-2026. Clear bal: Rs. 1200.00,Entertainment
1892,Dr Lal P,20-01-2026,Acct XX999 debited by Rs 1892 for Dr Lal Pathlabs on 20-01-2026.,Health
1357,Metro,14-01-2026,You paid Rs 1357 at Metro via POS on 14-01-2026.,Travel
1771,Spencers,19-01-2026,"Dear User, INR 1771 spent on Spencers at 19-01-2026. Ref: 8932742.",Groceries
1430,BigBasket,07-02-2026,"Dear User, INR 1430 spent on BigBasket at 07-02-2026. Ref: 8932742.",Groceries
872,More Supermarket,19-01-2026,Txn of INR 872 done at More Supermarket on 19-01-2026 using UPI.,Groceries
885,RedBus,09-02-2026,You paid Rs 885 at RedBus via POS on 09-02-2026.,Travel
462,Spencers,29-01-2026,Alert: You have spent Rs 462 at Spencers on 29-01-2026. Clear bal: Rs. 1200.00,Groceries
1716,IndiGo,01-02-2026,Txn of INR 1716 done at IndiGo on 01-02-2026 using UPI.,Travel
814,Swiggy,25-01-2026,UPI txn of Rs 814 to Swiggy on 25-01-2026 is successful.,Food
665,Netflix,09-02-2026,"Dear User, INR 665 spent on Netflix at 09-02-2026. Ref: 8932742.",Entertainment
904,19-01-2026 to Uber,19-01-2026,Rs. 904 debited from a/c ending XX1234 on 19-01-2026 to Uber. Avl Bal: Rs 15000.,Travel
4617,Ajio,30-01-2026,Paid Rs 4617 to Ajio via UPI on 30-01-2026. Txn ID: 998877.,Shopping
2433,Flipkart,30-01-2026,Paid Rs 2433 to Flipkart via UPI on 30-01-2026. Txn ID: 998877.,Shopping
533,card ending 4455,15-01-2026,INR 533 charged on card ending 4455 at Starbucks on 15-01-2026.,Food
1423,Myntra,03-02-2026,"Dear User, INR 1423 spent on Myntra at 03-02-2026. Ref: 8932742.",Shopping
3984,Dec,12-01-2026,You paid Rs 3984 at Decathlon via POS on 12-01-2026.,Shopping
696,Gym Membership,30-01-2026,You paid Rs 696 at Gym Membership via POS on 30-01-2026.,Health
1844,Gym Membership,16-01-2026,Alert: You have spent Rs 1844 at Gym Membership on 16-01-2026. Clear bal: Rs. 1200.00,Health
552,Blinkit,28-01-2026,Txn of INR 552 done at Blinkit on 28-01-2026 using UPI.,Groceries
3586,Reliance Trends,12-01-2026,Paid Rs 3586 to Reliance Trends via UPI on 12-01-2026. Txn ID: 998877.,Shopping
824,card ending 4455,23-01-2026,INR 824 charged on card ending 4455 at Netmeds on 23-01-2026.,Health
64,BookMyShow,19-01-2026,Alert: You have spent Rs 64 at BookMyShow on 19-01-2026. Clear bal: Rs. 1200.00,Entertainment
1837,Reliance Fresh,26-01-2026,Paid Rs 1837 to Reliance Fresh via UPI on 26-01-2026. Txn ID: 998877.,Groceries
283,Blinkit,03-02-2026,Paid Rs 283 to Blinkit via UPI on 03-02-2026. Txn ID: 998877.,Groceries
1637,1mg,19-01-2026,UPI txn of Rs 1637 to 1mg on 19-01-2026 is successful.,Health
1268,Ola,03-02-2026,Alert: You have spent Rs 1268 at Ola on 03-02-2026. Clear bal: Rs. 1200.00,Travel
4826,Myntra,28-01-2026,Paid Rs 4826 to Myntra via UPI on 28-01-2026. Txn ID: 998877.,Shopping
917,Uber,27-01-2026,"Dear User, INR 917 spent on Uber at 27-01-2026. Ref: 8932742.",Travel
539,IndiGo,17-01-2026,Txn of INR 539 done at IndiGo on 17-01-2026 using UPI.,Travel
4773,31-01-2026 to H&M,31-01-2026,Rs. 4773 debited from a/c ending XX1234 on 31-01-2026 to H&M. Avl Bal: Rs 15000.,Shopping
667,06-02-2026 to Cafe Coffee Day,06-02-2026,Rs. 667 debited from a/c ending XX1234 on 06-02-2026 to Cafe Coffee Day. Avl Bal: Rs 15000.,Food
1735,01-02-2026 to Croma,01-02-2026,Rs. 1735 debited from a/c ending XX1234 on 01-02-2026 to Croma. Avl Bal: Rs 15000.,Shopping
700,Ola,18-01-2026,You paid Rs 700 at Ola via POS on 18-01-2026.,Travel
3010,Amaz,21-01-2026,Acct XX999 debited by Rs 3010 for Amazon on 21-01-2026.,Shopping
1063,Ola,05-02-2026,You paid Rs 1063 at Ola via POS on 05-02-2026.,Travel
789,Burger King,07-02-2026,Paid Rs 789 to Burger King via UPI on 07-02-2026. Txn ID: 998877.,Food
1171,Cafe Coffee Day,05-02-2026,"Dear User, INR 1171 spent on Cafe Coffee Day at 05-02-2026. Ref: 8932742.",Food
1451,Indian Oil,17-01-2026,Acct XX999 debited by Rs 1451 for Indian Oil on 17-01-2026.,Travel
1349,17-01-2026 to Subway,17-01-2026,Rs. 1349 debited from a/c ending XX1234 on 17-01-2026 to Subway. Avl Bal: Rs 15000.,Food
823,Shell Petrol,25-01-2026,You paid Rs 823 at Shell Petrol via POS on 25-01-2026.,Travel
1993,Flipkart,15-01-2026,Txn of INR 1993 done at Flipkart on 15-01-2026 using UPI.,Shopping
1460,Indian Oil,21-01-2026,UPI txn of Rs 1460 to Indian Oil on 21-01-2026 is successful.,Travel
181,BookMyShow,01-02-2026,"Dear User, INR 181 spent on BookMyShow at 01-02-2026. Ref: 8932742.",Entertainment
1735,Dr Lal P,30-01-2026,Paid Rs 1735 to Dr Lal Pathlabs via UPI on 30-01-2026. Txn ID: 998877.,Health
3210,04-02-2026 to Amaz,04-02-2026,Rs. 3210 debited from a/c ending XX1234 on 04-02-2026 to Amazon. Avl Bal: Rs 15000.,Shopping
1614,Spencers,24-01-2026,You paid Rs 1614 at Spencers via POS on 24-01-2026.,Groceries
365,25-01-2026 to Shell Petrol,25-01-2026,Rs. 365 debited from a/c ending XX1234 on 25-01-2026 to Shell Petrol. Avl Bal: Rs 15000.,Travel
4364,Croma,18-01-2026,Alert: You have spent Rs 4364 at Croma on 18-01-2026. Clear bal: Rs. 1200.00,Shopping
1539,Apollo Pharmacy,22-01-2026,Txn of INR 1539 done at Apollo Pharmacy on 22-01-2026 using UPI.,Health
399,Subway,29-01-2026,You paid Rs 399 at Subway via POS on 29-01-2026.,Food
774,card ending 4455,19-01-2026,INR 774 charged on card ending 4455 at Reliance Trends on 19-01-2026.,Shopping
480,Practo,08-02-2026,UPI txn of Rs 480 to Practo on 08-02-2026 is successful.,Health
650,05-02-2026 to Hotstar,05-02-2026,Rs. 650 debited from a/c ending XX1234 on 05-02-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment
1124,IRCTC,18-01-2026,Acct XX999 debited by Rs 1124 for IRCTC on 18-01-2026.,Travel
824,Prime Video,30-01-2026,"Dear User, INR 824 spent on Prime Video at 30-01-2026. Ref: 8932742.",Entertainment
224,Practo,27-01-2026,You paid Rs 224 at Practo via POS on 27-01-2026.,Health
2472,Croma,16-01-2026,Alert: You have spent Rs 2472 at Croma on 16-01-2026. Clear bal: Rs. 1200.00,Shopping
1760,BigBasket,30-01-2026,Txn of INR 1760 done at BigBasket on 30-01-2026 using UPI.,Groceries
768,Gym Membership,16-01-2026,You paid Rs 768 at Gym Membership via POS on 16-01-2026.,Health
969,Practo,09-02-2026,"Dear User, INR 969 spent on Practo at 09-02-2026. Ref: 8932742.",Health
155,IndiGo,03-02-2026,UPI txn of Rs 155 to IndiGo on 03-02-2026 is successful.,Travel
143,12-01-2026 to Netmeds,12-01-2026,Rs. 143 debited from a/c ending XX1234 on 12-01-2026 to Netmeds. Avl Bal: Rs 15000.,Health
1061,Dominos,23-01-2026,UPI txn of Rs 1061 to Dominos on 23-01-2026 is successful.,Food
4356,Ajio,16-01-2026,Alert: You have spent Rs 4356 at Ajio on 16-01-2026. Clear bal: Rs. 1200.00,Shopping
980,Ola,17-01-2026,Acct XX999 debited by Rs 980 for Ola on 17-01-2026.,Travel
1891,card ending 4455,28-01-2026,INR 1891 charged on card ending 4455 at 1mg on 28-01-2026.,Health
4506,card ending 4455,18-01-2026,INR 4506 charged on card ending 4455 at Ajio on 18-01-2026.,Shopping
320,BigBasket,16-01-2026,"Dear User, INR 320 spent on BigBasket at 16-01-2026. Ref: 8932742.",Groceries
990,KFC,19-01-2026,Alert: You have spent Rs 990 at KFC on 19-01-2026. Clear bal: Rs. 1200.00,Food
454,Blinkit,12-01-2026,Acct XX999 debited by Rs 454 for Blinkit on 12-01-2026.,Groceries
607,Starbucks,02-02-2026,Acct XX999 debited by Rs 607 for Starbucks on 02-02-2026.,Food
443,card ending 4455,21-01-2026,INR 443 charged on card ending 4455 at Swiggy on 21-01-2026.,Food
1733,Spotify,13-01-2026,"Dear User, INR 1733 spent on Spotify at 13-01-2026. Ref: 8932742.",Entertainment
453,21-01-2026 to Reliance Fresh,21-01-2026,Rs. 453 debited from a/c ending XX1234 on 21-01-2026 to Reliance Fresh. Avl Bal: Rs 15000.,Groceries
736,Spencers,20-01-2026,Txn of INR 736 done at Spencers on 20-01-2026 using UPI.,Groceries
1977,1mg,03-02-2026,Alert: You have spent Rs 1977 at 1mg on 03-02-2026. Clear bal: Rs. 1200.00,Health
280,BookMyShow,17-01-2026,"Dear User, INR 280 spent on BookMyShow at 17-01-2026. Ref: 8932742.",Entertainment
4586,Croma,04-02-2026,Alert: You have spent Rs 4586 at Croma on 04-02-2026. Clear bal: Rs. 1200.00,Shopping
1086,IRCTC,30-01-2026,Alert: You have spent Rs 1086 at IRCTC on 30-01-2026. Clear bal: Rs. 1200.00,Travel
1162,14-01-2026 to Starbucks,14-01-2026,Rs. 1162 debited from a/c ending XX1234 on 14-01-2026 to Starbucks. Avl Bal: Rs 15000.,Food
1192,card ending 4455,09-02-2026,INR 1192 charged on card ending 4455 at Rapido on 09-02-2026.,Travel
1955,SpiceJet,25-01-2026,You paid Rs 1955 at SpiceJet via POS on 25-01-2026.,Travel
1303,Zom,14-01-2026,Paid Rs 1303 to Zomato via UPI on 14-01-2026. Txn ID: 998877.,Food
1032,Starbucks,11-01-2026,Paid Rs 1032 to Starbucks via UPI on 11-01-2026. Txn ID: 998877.,Food
1518,Shell Petrol,22-01-2026,UPI txn of Rs 1518 to Shell Petrol on 22-01-2026 is successful.,Travel
1035,29-01-2026 to KFC,29-01-2026,Rs. 1035 debited from a/c ending XX1234 on 29-01-2026 to KFC. Avl Bal: Rs 15000.,Food
1223,19-01-2026 to Prime Video,19-01-2026,Rs. 1223 debited from a/c ending XX1234 on 19-01-2026 to Prime Video. Avl Bal: Rs 15000.,Entertainment
1313,28-01-2026 to Apollo Pharmacy,28-01-2026,Rs. 1313 debited from a/c ending XX1234 on 28-01-2026 to Apollo Pharmacy. Avl Bal: Rs 15000.,Health
704,SpiceJet,28-01-2026,Acct XX999 debited by Rs 704 for SpiceJet on 28-01-2026.,Travel
1909,Dmart,10-01-2026,"Dear User, INR 1909 spent on Dmart at 10-01-2026. Ref: 8932742.",Groceries
88,card ending 4455,26-01-2026,INR 88 charged on card ending 4455 at Reliance Fresh on 26-01-2026.,Groceries
627,card ending 4455,04-02-2026,INR 627 charged on card ending 4455 at Dr Lal Pathlabs on 04-02-2026.,Health
293,card ending 4455,13-01-2026,INR 293 charged on card ending 4455 at Swiggy on 13-01-2026.,Food
771,Netmeds,19-01-2026,"Dear User, INR 771 spent on Netmeds at 19-01-2026. Ref: 8932742.",Health
722,KFC,06-02-2026,You paid Rs 722 at KFC via POS on 06-02-2026.,Food
4449,Myntra,08-02-2026,UPI txn of Rs 4449 to Myntra on 08-02-2026 is successful.,Shopping
1499,10-01-2026 to Rapido,10-01-2026,Rs. 1499 debited from a/c ending XX1234 on 10-01-2026 to Rapido. Avl Bal: Rs 15000.,Travel
435,card ending 4455,02-02-2026,INR 435 charged on card ending 4455 at Uber on 02-02-2026.,Travel
882,Dmart,23-01-2026,"Dear User, INR 882 spent on Dmart at 23-01-2026. Ref: 8932742.",Groceries
1310,Netflix,25-01-2026,Acct XX999 debited by Rs 1310 for Netflix on 25-01-2026.,Entertainment
1080,Practo,29-01-2026,Alert: You have spent Rs 1080 at Practo on 29-01-2026. Clear bal: Rs. 1200.00,Health
1450,Practo,25-01-2026,Alert: You have spent Rs 1450 at Practo on 25-01-2026. Clear bal: Rs. 1200.00,Health
502,RedBus,10-01-2026,Paid Rs 502 to RedBus via UPI on 10-01-2026. Txn ID: 998877.,Travel
1109,Dr Lal P,07-02-2026,Alert: You have spent Rs 1109 at Dr Lal Pathlabs on 07-02-2026. Clear bal: Rs. 1200.00,Health
1737,More Supermarket,13-01-2026,Txn of INR 1737 done at More Supermarket on 13-01-2026 using UPI.,Groceries
1633,Reliance Fresh,19-01-2026,Txn of INR 1633 done at Reliance Fresh on 19-01-2026 using UPI.,Groceries
1251,card ending 4455,17-01-2026,INR 1251 charged on card ending 4455 at 1mg on 17-01-2026.,Health
1208,SpiceJet,27-01-2026,UPI txn of Rs 1208 to SpiceJet on 27-01-2026 is successful.,Travel
795,Starbucks,12-01-2026,You paid Rs 795 at Starbucks via POS on 12-01-2026.,Food
896,card ending 4455,01-02-2026,INR 896 charged on card ending 4455 at Netflix on 01-02-2026.,Entertainment
942,17-01-2026 to Pizza Hut,17-01-2026,Rs. 942 debited from a/c ending XX1234 on 17-01-2026 to Pizza Hut. Avl Bal: Rs 15000.,Food
1178,PVR,15-01-2026,Alert: You have spent Rs 1178 at PVR on 15-01-2026. Clear bal: Rs. 1200.00,Entertainment
1466,05-02-2026 to Spencers,05-02-2026,Rs. 1466 debited from a/c ending XX1234 on 05-02-2026 to Spencers. Avl Bal: Rs 15000.,Groceries
1201,1mg,17-01-2026,Txn of INR 1201 done at 1mg on 17-01-2026 using UPI.,Health
238,Netflix,05-02-2026,Txn of INR 238 done at Netflix on 05-02-2026 using UPI.,Entertainment
1858,Ajio,28-01-2026,You paid Rs 1858 at Ajio via POS on 28-01-2026.,Shopping
428,card ending 4455,07-02-2026,INR 428 charged on card ending 4455 at BigBasket on 07-02-2026.,Groceries
1550,Spencers,19-01-2026,Txn of INR 1550 done at Spencers on 19-01-2026 using UPI.,Groceries
1634,Dr Lal P,21-01-2026,Txn of INR 1634 done at Dr Lal Pathlabs on 21-01-2026 using UPI.,Health
1931,Prime Video,09-02-2026,You paid Rs 1931 at Prime Video via POS on 09-02-2026.,Entertainment
653,McD,03-02-2026,UPI txn of Rs 653 to McDonalds on 03-02-2026 is successful.,Food
525,05-02-2026 to Dec,05-02-2026,Rs. 525 debited from a/c ending XX1234 on 05-02-2026 to Decathlon. Avl Bal: Rs 15000.,Shopping
227,25-01-2026 to Hotstar,25-01-2026,Rs. 227 debited from a/c ending XX1234 on 25-01-2026 to Hotstar. Avl Bal: Rs 15000.,Entertainment
1029,More Supermarket,27-01-2026,Alert: You have spent Rs 1029 at More Supermarket on 27-01-2026. Clear bal: Rs. 1200.00,Groceries
1800,Nike,28-01-2026,Txn of INR 1800 done at Nike on 28-01-2026 using UPI.,Shopping
427,Dominos,30-01-2026,Acct XX999 debited by Rs 427 for Dominos on 30-01-2026.,Food
1307,card ending 4455,08-02-2026,INR 1307 charged on card ending 4455 at Gym Membership on 08-02-2026.,Health
775,Subway,01-02-2026,You paid Rs 775 at Subway via POS on 01-02-2026.,Food
3488,Zara,26-01-2026,UPI txn of Rs 3488 to Zara on 26-01-2026 is successful.,Shopping
195,07-02-2026 to 1mg,07-02-2026,Rs. 195 debited from a/c ending XX1234 on 07-02-2026 to 1mg. Avl Bal: Rs 15000.,Health
623,1mg,25-01-2026,Txn of INR 623 done at 1mg on 25-01-2026 using UPI.,Health
1072,01-02-2026 to IndiGo,01-02-2026,Rs. 1072 debited from a/c ending XX1234 on 01-02-2026 to IndiGo. Avl Bal: Rs 15000.,Travel
1420,BigBasket,27-01-2026,You paid Rs 1420 at BigBasket via POS on 27-01-2026.,Groceries
1133,IndiGo,24-01-2026,Txn of INR 1133 done at IndiGo on 24-01-2026 using UPI.,Travel
189,Blinkit,02-02-2026,You paid Rs 189 at Blinkit via POS on 02-02-2026.,Groceries
1141,22-01-2026 to Dmart,22-01-2026,Rs. 1141 debited from a/c ending XX1234 on 22-01-2026 to Dmart. Avl Bal: Rs 15000.,Groceries
236,IndiGo,12-01-2026,Acct XX999 debited by Rs 236 for IndiGo on 12-01-2026.,Travel
486,PVR,07-02-2026,Acct XX999 debited by Rs 486 for PVR on 07-02-2026.,Entertainment
4113,Amaz,12-01-2026,You paid Rs 4113 at Amazon via POS on 12-01-2026.,Shopping
1616,Blinkit,25-01-2026,Alert: You have spent Rs 1616 at Blinkit on 25-01-2026. Clear bal: Rs. 1200.00,Groceries
4274,Reliance Trends,13-01-2026,Acct XX999 debited by Rs 4274 for Reliance Trends on 13-01-2026.,Shopping
1334,card ending 4455,17-01-2026,INR 1334 charged on card ending 4455 at Metro on 17-01-2026.,Travel
1561,card ending 4455,30-01-2026,INR 1561 charged on card ending 4455 at Amazon on 30-01-2026.,Shopping
1153,Indian Oil,29-01-2026,Acct XX999 debited by Rs 1153 for Indian Oil on 29-01-2026.,Travel
685,card ending 4455,20-01-2026,INR 685 charged on card ending 4455 at Indian Oil on 20-01-2026.,Travel
1146,Spencers,18-01-2026,UPI txn of Rs 1146 to Spencers on 18-01-2026 is successful.,Groceries
394,card ending 4455,22-01-2026,INR 394 charged on card ending 4455 at 1mg on 22-01-2026.,Health
1412,Zom,06-02-2026,UPI txn of Rs 1412 to Zomato on 06-02-2026 is successful.,Food
579,Dr Lal P,23-01-2026,Txn of INR 579 done at Dr Lal Pathlabs on 23-01-2026 using UPI.,Health
378,More Supermarket,26-01-2026,UPI txn of Rs 378 to More Supermarket on 26-01-2026 is successful.,Groceries
596,Hotstar,02-02-2026,"Dear User, INR 596 spent on Hotstar at 02-02-2026. Ref: 8932742.",Entertainment
649,RedBus,21-01-2026,You paid Rs 649 at RedBus via POS on 21-01-2026.,Travel
758,card ending 4455,27-01-2026,INR 758 charged on card ending 4455 at Netflix on 27-01-2026.,Entertainment
608,McD,10-01-2026,Acct XX999 debited by Rs 608 for McDonalds on 10-01-2026.,Food
215,Indian Oil,03-02-2026,Alert: You have spent Rs 215 at Indian Oil on 03-02-2026. Clear bal: Rs. 1200.00,Travel
1704,card ending 4455,31-01-2026,INR 1704 charged on card ending 4455 at 1mg on 31-01-2026.,Health
355,25-01-2026 to Shell Petrol,25-01-2026,Rs. 355 debited from a/c ending XX1234 on 25-01-2026 to Shell Petrol. Avl Bal: Rs 15000.,Travel
442,Gaana,10-01-2026,Alert: You have spent Rs 442 at Gaana on 10-01-2026. Clear bal: Rs. 1200.00,Entertainment
600,Swiggy,31-01-2026,UPI txn of Rs 600 to Swiggy on 31-01-2026 is successful.,Food
863,1mg,16-01-2026,You paid Rs 863 at 1mg via POS on 16-01-2026.,Health
1644,20-01-2026 to Metro,20-01-2026,Rs. 1644 debited from a/c ending XX1234 on 20-01-2026 to Metro. Avl Bal: Rs 15000.,Travel
1210,Apollo Pharmacy,09-02-2026,You paid Rs 1210 at Apollo Pharmacy via POS on 09-02-2026.,Health
1946,Hotstar,18-01-2026,Txn of INR 1946 done at Hotstar on 18-01-2026 using UPI.,Entertainment
2022,30-01-2026 to Reliance Trends,30-01-2026,Rs. 2022 debited from a/c ending XX1234 on 30-01-2026 to Reliance Trends. Avl Bal: Rs 15000.,Shopping
4403,card ending 4455,14-01-2026,INR 4403 charged on card ending 4455 at Zara on 14-01-2026.,Shopping
4082,Nike,04-02-2026,Alert: You have spent Rs 4082 at Nike on 04-02-2026. Clear bal: Rs. 1200.00,Shopping
1094,Practo,15-01-2026,Txn of INR 1094 done at Practo on 15-01-2026 using UPI.,Health
752,Spotify,07-02-2026,UPI txn of Rs 752 to Spotify on 07-02-2026 is successful.,Entertainment
4784,Amaz,02-02-2026,"Dear User, INR 4784 spent on Amazon at 02-02-2026. Ref: 8932742.",Shopping
691,Cafe Coffee Day,27-01-2026,"Dear User, INR 691 spent on Cafe Coffee Day at 27-01-2026. Ref: 8932742.",Food
1050,Blinkit,27-01-2026,Txn of INR 1050 done at Blinkit on 27-01-2026 using UPI.,Groceries
1592,SpiceJet,22-01-2026,Acct XX999 debited by Rs 1592 for SpiceJet on 22-01-2026.,Travel
1716,card ending 4455,16-01-2026,INR 1716 charged on card ending 4455 at Gaana on 16-01-2026.,Entertainment
372,PVR,07-02-2026,UPI txn of Rs 372 to PVR on 07-02-2026 is successful.,Entertainment
908,05-02-2026 to Netflix,05-02-2026,Rs. 908 debited from a/c ending XX1234 on 05-02-2026 to Netflix. Avl Bal: Rs 15000.,Entertainment
627,Hotstar,05-02-2026,Txn of INR 627 done at Hotstar on 05-02-2026 using UPI.,Entertainment
1112,Dmart,14-01-2026,Alert: You have spent Rs 1112 at Dmart on 14-01-2026. Clear bal: Rs. 1200.00,Groceries
780,Reliance Fresh,05-02-2026,Txn of INR 780 done at Reliance Fresh on 05-02-2026 using UPI.,Groceries
1506,Netflix,29-01-2026,Paid Rs 1506 to Netflix via UPI on 29-01-2026. Txn ID: 998877.,Entertainment
587,Gym Membership,30-01-2026,UPI txn of Rs 587 to Gym Membership on 30-01-2026 is successful.,Health
1891,SpiceJet,17-01-2026,You paid Rs 1891 at SpiceJet via POS on 17-01-2026.,Travel
